Date,Home_Team,Away_Team,Home_Odds,Draw_Odds,Away_Odds,Competition,Source
2022-05-28,Force,Hurricanes,5.95,33.37,1.12,Data,aussportsbetting.com
2022-05-29,Rebels,Highlanders,2.93,22.92,1.41,Data,aussportsbetting.com
2022-06-03,Crusaders,Reds,1.04,39.68,9.91,Data,aussportsbetting.com
2022-06-04,Chiefs,Waratahs,1.18,29.84,4.7,Data,aussportsbetting.com
2022-06-04,Blues,Highlanders,1.08,33.09,7.55,Data,aussportsbetting.com
2022-06-04,Brumbies,Hurricanes,1.71,21.0,2.18,Data,aussportsbetting.com
2022-06-10,Crusaders,Chiefs,1.29,23.75,3.68,Data,aussportsbetting.com
2022-06-11,Blues,Brumbies,1.16,31.18,5.03,Data,aussportsbetting.com
2022-06-18,Blues,Crusaders,1.78,20.41,2.1,Data,aussportsbetting.com
2023-02-24,Crusaders,Chiefs,1.41,25.67,2.94,Data,aussportsbetting.com
2023-02-24,Waratahs,Brumbies,1.95,22.33,1.88,Data,aussportsbetting.com
2023-02-25,Moana Pasifika,Fijian Drua,2.09,23.25,1.76,Data,aussportsbetting.com
2023-02-25,Highlanders,Blues,3.45,26.58,1.31,Data,aussportsbetting.com
2023-02-25,Reds,Hurricanes,2.96,28.17,1.39,Data,aussportsbetting.com
2023-02-25,Force,Rebels,1.47,24.25,2.73,Data,aussportsbetting.com
2023-03-03,Crusaders,Highlanders,1.06,43.0,8.25,Data,aussportsbetting.com
2023-03-03,Rebels,Hurricanes,6.9,37.85,1.09,Data,aussportsbetting.com
2023-03-04,Moana Pasifika,Chiefs,11.56,50.38,1.02,Data,aussportsbetting.com
2023-03-04,Fijian Drua,Waratahs,3.55,28.54,1.3,Data,aussportsbetting.com
2023-03-05,Force,Reds,2.83,25.42,1.44,Data,aussportsbetting.com
2023-03-05,Blues,Brumbies,1.2,30.25,4.53,Data,aussportsbetting.com
2023-03-10,Chiefs,Highlanders,1.11,41.46,6.37,Data,aussportsbetting.com
2023-03-10,Rebels,Waratahs,2.69,25.15,1.48,Data,aussportsbetting.com
2023-03-11,Fijian Drua,Crusaders,6.02,33.46,1.13,Data,aussportsbetting.com
2023-03-11,Hurricanes,Blues,2.61,24.85,1.5,Data,aussportsbetting.com
2023-03-11,Brumbies,Reds,1.42,25.0,2.9,Data,aussportsbetting.com
2023-03-11,Force,Moana Pasifika,1.34,26.62,3.27,Data,aussportsbetting.com
2023-03-17,Hurricanes,Waratahs,1.13,32.5,5.83,Data,aussportsbetting.com
2023-03-18,Chiefs,Rebels,1.09,39.86,6.86,Data,aussportsbetting.com
2023-03-18,Blues,Crusaders,1.74,23.64,2.12,Data,aussportsbetting.com
2023-03-18,Brumbies,Moana Pasifika,1.06,38.64,8.2,Data,aussportsbetting.com
2023-03-19,Highlanders,Force,1.1,39.5,6.68,Data,aussportsbetting.com
2023-03-19,Reds,Fijian Drua,1.13,36.31,5.67,Data,aussportsbetting.com
2023-03-24,Crusaders,Brumbies,1.06,39.83,8.01,Data,aussportsbetting.com
2023-03-24,Waratahs,Chiefs,5.26,32.83,1.15,Data,aussportsbetting.com
2023-03-25,Rebels,Reds,2.64,24.92,1.49,Data,aussportsbetting.com
2023-03-25,Moana Pasifika,Hurricanes,6.21,36.58,1.12,Data,aussportsbetting.com
2023-03-25,Highlanders,Fijian Drua,1.29,27.83,3.62,Data,aussportsbetting.com
2023-03-26,Blues,Force,1.07,42.17,7.74,Data,aussportsbetting.com
2023-03-31,Moana Pasifika,Highlanders,5.23,35.85,1.15,Data,aussportsbetting.com
2023-03-31,Reds,Crusaders,3.6,29.23,1.29,Data,aussportsbetting.com
2023-04-01,Fijian Drua,Rebels,1.71,23.08,2.18,Data,aussportsbetting.com
2023-04-01,Chiefs,Blues,1.72,23.54,2.15,Data,aussportsbetting.com
2023-04-01,Brumbies,Waratahs,1.28,26.54,3.74,Data,aussportsbetting.com
2023-04-02,Hurricanes,Force,1.06,38.92,8.62,Data,aussportsbetting.com
2023-04-07,Crusaders,Moana Pasifika,1.02,45.45,13.64,Data,aussportsbetting.com
2023-04-07,Reds,Brumbies,2.44,23.83,1.57,Data,aussportsbetting.com
2023-04-08,Highlanders,Hurricanes,3.33,26.17,1.33,Data,aussportsbetting.com
2023-04-08,Rebels,Blues,4.83,34.17,1.18,Data,aussportsbetting.com
2023-04-14,Moana Pasifika,Reds,2.2,26.91,1.68,Data,aussportsbetting.com
2023-04-14,Brumbies,Fijian Drua,1.06,41.33,8.22,Data,aussportsbetting.com
2023-04-15,Hurricanes,Chiefs,1.98,24.63,1.84,Data,aussportsbetting.com
2023-04-15,Waratahs,Force,1.17,34.0,4.9,Data,aussportsbetting.com
2023-04-21,Chiefs,Fijian Drua,1.04,45.64,9.38,Data,aussportsbetting.com
2023-04-21,Rebels,Crusaders,5.96,37.08,1.12,Data,aussportsbetting.com
2023-04-22,Blues,Waratahs,1.04,42.92,10.18,Data,aussportsbetting.com
2023-04-22,Force,Highlanders,3.19,25.83,1.36,Data,aussportsbetting.com
2023-04-28,Hurricanes,Brumbies,1.25,28.33,3.99,Data,aussportsbetting.com
2023-04-28,Waratahs,Highlanders,1.62,23.33,2.33,Data,aussportsbetting.com
2023-04-29,Fijian Drua,Blues,4.4,33.83,1.2,Data,aussportsbetting.com
2023-04-29,Moana Pasifika,Rebels,2.63,27.92,1.49,Data,aussportsbetting.com
2023-04-29,Chiefs,Crusaders,1.57,24.8,2.44,Data,aussportsbetting.com
2023-04-29,Reds,Force,1.24,31.9,4.0,Data,aussportsbetting.com
2023-05-05,Highlanders,Chiefs,4.83,31.97,1.18,Data,aussportsbetting.com
2023-05-06,Reds,Waratahs,1.73,24.68,2.13,Data,aussportsbetting.com
2023-05-06,Fijian Drua,Hurricanes,4.48,32.09,1.2,Data,aussportsbetting.com
2023-05-06,Crusaders,Force,1.01,51.46,13.52,Data,aussportsbetting.com
2023-05-06,Blues,Moana Pasifika,1.03,44.28,11.76,Data,aussportsbetting.com
2023-05-07,Rebels,Brumbies,3.84,27.52,1.27,Data,aussportsbetting.com
2023-05-12,Chiefs,Reds,1.06,42.43,8.0,Data,aussportsbetting.com
2023-05-12,Force,Fijian Drua,1.72,21.99,2.15,Data,aussportsbetting.com
2023-05-13,Hurricanes,Moana Pasifika,1.02,41.47,12.07,Data,aussportsbetting.com
2023-05-13,Crusaders,Blues,1.48,26.4,2.67,Data,aussportsbetting.com
2023-05-13,Waratahs,Rebels,1.42,26.28,2.88,Data,aussportsbetting.com
2023-05-14,Brumbies,Highlanders,1.2,33.83,4.51,Data,aussportsbetting.com
2023-05-19,Moana Pasifika,Crusaders,4.4,30.97,1.21,Data,aussportsbetting.com
2023-05-19,Reds,Blues,3.69,29.47,1.28,Data,aussportsbetting.com
2023-05-20,Waratahs,Fijian Drua,1.2,32.55,4.49,Data,aussportsbetting.com
2023-05-20,Force,Brumbies,2.41,25.48,1.59,Data,aussportsbetting.com
2023-05-20,Highlanders,Rebels,1.26,31.5,3.84,Data,aussportsbetting.com
2023-05-20,Chiefs,Hurricanes,1.2,30.0,4.55,Data,aussportsbetting.com
2023-05-26,Rebels,Force,1.41,26.38,2.92,Data,aussportsbetting.com
2023-05-26,Highlanders,Reds,1.44,25.14,2.84,Data,aussportsbetting.com
2023-05-27,Crusaders,Waratahs,1.05,39.85,8.85,Data,aussportsbetting.com
2023-05-27,Blues,Hurricanes,1.48,24.7,2.69,Data,aussportsbetting.com
2023-05-27,Brumbies,Chiefs,2.39,23.2,1.6,Data,aussportsbetting.com
2023-05-27,Fijian Drua,Moana Pasifika,1.19,32.93,4.6,Data,aussportsbetting.com
2023-06-02,Blues,Highlanders,1.12,35.72,6.11,Data,aussportsbetting.com
2023-06-02,Brumbies,Rebels,1.3,28.15,3.6,Data,aussportsbetting.com
2023-06-03,Fijian Drua,Reds,2.37,24.54,1.61,Data,aussportsbetting.com
2023-06-03,Hurricanes,Crusaders,2.46,25.43,1.56,Data,aussportsbetting.com
2023-06-03,Waratahs,Moana Pasifika,1.15,33.94,5.23,Data,aussportsbetting.com
2023-06-03,Force,Chiefs,2.3,25.65,1.64,Data,aussportsbetting.com
2023-06-09,Blues,Waratahs,1.08,38.3,7.02,Data,aussportsbetting.com
2023-06-10,Brumbies,Hurricanes,1.9,23.89,1.92,Data,aussportsbetting.com
2023-06-10,Chiefs,Reds,1.04,41.17,10.57,Data,aussportsbetting.com
2023-06-10,Crusaders,Fijian Drua,1.04,40.11,9.7,Data,aussportsbetting.com
2023-06-16,Crusaders,Blues,1.61,23.54,2.37,Data,aussportsbetting.com
2023-06-17,Chiefs,Brumbies,1.2,32.33,4.59,Data,aussportsbetting.com
2023-06-24,Chiefs,Crusaders,1.92,21.39,1.96,Data,aussportsbetting.com
2024-02-23,Chiefs,Crusaders,1.45,26.7,2.95,Data,aussportsbetting.com
2024-02-23,Rebels,Brumbies,2.88,27.44,1.46,Data,aussportsbetting.com
2024-02-23,Force,Hurricanes,4.18,30.36,1.26,Data,aussportsbetting.com
2024-02-24,Blues,Fijian Drua,1.06,46.34,9.46,Data,aussportsbetting.com
2024-02-24,Highlanders,Moana Pasifika,1.18,34.11,5.18,Data,aussportsbetting.com
2024-02-24,Reds,Waratahs,1.51,24.01,2.78,Data,aussportsbetting.com
2024-03-01,Highlanders,Blues,4.83,35.3,1.2,Data,aussportsbetting.com
2024-03-01,Rebels,Force,1.35,26.0,3.42,Data,aussportsbetting.com
2024-03-02,Crusaders,Waratahs,1.07,45.3,8.85,Data,aussportsbetting.com
2024-03-02,Moana Pasifika,Fijian Drua,3.09,26.4,1.41,Data,aussportsbetting.com
2024-03-03,Chiefs,Brumbies,1.39,29.5,3.16,Data,aussportsbetting.com
2024-03-03,Hurricanes,Reds,1.34,31.1,3.43,Data,aussportsbetting.com
2024-03-08,Moana Pasifika,Rebels,2.52,29.44,1.58,Data,aussportsbetting.com
2024-03-08,Waratahs,Highlanders,1.79,23.68,2.16,Data,aussportsbetting.com
2024-03-09,Fijian Drua,Crusaders,3.46,27.5,1.35,Data,aussportsbetting.com
2024-03-09,Brumbies,Force,1.1,43.3,7.5,Data,aussportsbetting.com
2024-03-09,Hurricanes,Blues,2.45,25.6,1.61,Data,aussportsbetting.com
2024-03-09,Reds,Chiefs,4.5,30.5,1.23,Data,aussportsbetting.com
2024-03-15,Crusaders,Hurricanes,2.21,24.1,1.73,Data,aussportsbetting.com
2024-03-15,Rebels,Reds,3.24,27.0,1.39,Data,aussportsbetting.com
2024-03-15,Force,Moana Pasifika,1.51,25.6,2.75,Data,aussportsbetting.com
2024-03-16,Highlanders,Brumbies,1.97,22.2,1.93,Data,aussportsbetting.com
2024-03-16,Chiefs,Fijian Drua,1.04,55.2,11.75,Data,aussportsbetting.com
2024-03-16,Waratahs,Blues,3.65,29.4,1.31,Data,aussportsbetting.com
2024-03-22,Brumbies,Moana Pasifika,1.14,38.8,6.01,Data,aussportsbetting.com
2024-03-22,Hurricanes,Rebels,1.07,47.5,8.7,Data,aussportsbetting.com
2024-03-23,Fijian Drua,Waratahs,1.57,23.7,2.56,Data,aussportsbetting.com
2024-03-23,Chiefs,Highlanders,1.17,38.3,5.34,Data,aussportsbetting.com
2024-03-23,Blues,Crusaders,1.28,28.6,3.99,Data,aussportsbetting.com
2024-03-23,Force,Reds,4.68,30.6,1.22,Data,aussportsbetting.com
2024-03-29,Crusaders,Chiefs,2.56,27.0,1.56,Data,aussportsbetting.com
2024-03-29,Waratahs,Rebels,1.19,34.8,4.99,Data,aussportsbetting.com
2024-03-30,Fijian Drua,Force,1.25,29.12,4.27,Data,aussportsbetting.com
2024-03-30,Moana Pasifika,Blues,10.39,48.8,1.05,Data,aussportsbetting.com
2024-03-30,Highlanders,Hurricanes,3.54,30.7,1.33,Data,aussportsbetting.com
2024-03-30,Reds,Brumbies,1.63,24.7,2.41,Data,aussportsbetting.com
2024-04-05,Blues,Force,1.04,54.5,11.47,Data,aussportsbetting.com
2024-04-05,Rebels,Fijian Drua,1.74,26.1,2.18,Data,aussportsbetting.com
2024-04-06,Brumbies,Waratahs,1.28,31.4,3.86,Data,aussportsbetting.com
2024-04-06,Chiefs,Moana Pasifika,1.01,60.7,16.43,Data,aussportsbetting.com
2024-04-12,Moana Pasifika,Reds,6.08,38.3,1.14,Data,aussportsbetting.com
2024-04-12,Waratahs,Crusaders,4.65,30.1,1.22,Data,aussportsbetting.com
2024-04-13,Hurricanes,Chiefs,1.92,22.17,1.94,Data,aussportsbetting.com
2024-04-13,Rebels,Highlanders,2.18,24.4,1.77,Data,aussportsbetting.com
2024-04-19,Fijian Drua,Hurricanes,3.86,30.9,1.29,Data,aussportsbetting.com
2024-04-19,Reds,Highlanders,1.45,28.2,2.89,Data,aussportsbetting.com
2024-04-20,Blues,Brumbies,1.27,28.3,4.13,Data,aussportsbetting.com
2024-04-20,Force,Crusaders,5.46,38.8,1.16,Data,aussportsbetting.com
2024-04-26,Crusaders,Rebels,1.2,30.89,5.07,Data,aussportsbetting.com
2024-04-26,Waratahs,Chiefs,5.47,37.3,1.16,Data,aussportsbetting.com
2024-04-27,Fijian Drua,Moana Pasifika,1.18,33.13,5.16,Data,aussportsbetting.com
2024-04-27,Brumbies,Hurricanes,2.77,24.13,1.5,Data,aussportsbetting.com
2024-04-27,Highlanders,Force,1.35,26.88,3.42,Data,aussportsbetting.com
2024-04-27,Reds,Blues,4.33,27.63,1.25,Data,aussportsbetting.com
2024-05-03,Rebels,Blues,5.93,38.8,1.15,Data,aussportsbetting.com
2024-05-03,Hurricanes,Waratahs,1.05,48.8,11.07,Data,aussportsbetting.com
2024-05-04,Moana Pasifika,Highlanders,1.81,22.8,2.12,Data,aussportsbetting.com
2024-05-04,Crusaders,Reds,1.27,30.1,4.06,Data,aussportsbetting.com
2024-05-04,Chiefs,Force,1.02,55.2,16.63,Data,aussportsbetting.com
2024-05-04,Brumbies,Fijian Drua,1.1,38.5,7.65,Data,aussportsbetting.com
2024-05-10,Moana Pasifika,Chiefs,15.81,61.6,1.02,Data,aussportsbetting.com
2024-05-10,Reds,Rebels,1.15,38.1,5.79,Data,aussportsbetting.com
2024-05-11,Blues,Hurricanes,1.63,24.9,2.41,Data,aussportsbetting.com
2024-05-11,Highlanders,Crusaders,3.3,28.4,1.37,Data,aussportsbetting.com
2024-05-11,Waratahs,Brumbies,3.82,28.8,1.3,Data,aussportsbetting.com
2024-05-11,Force,Fijian Drua,2.01,20.52,1.91,Data,aussportsbetting.com
2024-05-17,Hurricanes,Moana Pasifika,1.01,64.27,16.42,Data,aussportsbetting.com
2024-05-17,Rebels,Chiefs,8.24,45.82,1.08,Data,aussportsbetting.com
2024-05-18,Force,Waratahs,1.68,21.43,2.34,Data,aussportsbetting.com
2024-05-18,Brumbies,Crusaders,1.39,27.91,3.2,Data,aussportsbetting.com
2024-05-18,Fijian Drua,Reds,1.77,23.91,2.17,Data,aussportsbetting.com
2024-05-18,Blues,Highlanders,1.07,46.18,8.8,Data,aussportsbetting.com
2024-05-24,Chiefs,Hurricanes,1.5,24.64,2.78,Data,aussportsbetting.com
2024-05-24,Brumbies,Rebels,1.14,37.45,5.98,Data,aussportsbetting.com
2024-05-25,Moana Pasifika,Waratahs,1.75,23.46,2.2,Data,aussportsbetting.com
2024-05-25,Crusaders,Blues,3.14,25.73,1.41,Data,aussportsbetting.com
2024-05-25,Reds,Force,1.17,34.64,5.45,Data,aussportsbetting.com
2024-05-26,Highlanders,Fijian Drua,1.32,27.82,3.55,Data,aussportsbetting.com
2024-05-31,Crusaders,Moana Pasifika,1.02,49.5,16.52,Data,aussportsbetting.com
2024-05-31,Waratahs,Reds,3.65,30.25,1.31,Data,aussportsbetting.com
2024-06-01,Fijian Drua,Rebels,1.17,35.58,5.35,Data,aussportsbetting.com
2024-06-01,Hurricanes,Highlanders,1.04,42.58,12.27,Data,aussportsbetting.com
2024-06-01,Blues,Chiefs,1.33,29.58,3.5,Data,aussportsbetting.com
2024-06-01,Force,Brumbies,2.78,26.33,1.49,Data,aussportsbetting.com
2024-06-07,Chiefs,Reds,1.21,33.45,4.69,Data,aussportsbetting.com
2024-06-08,Brumbies,Highlanders,1.15,37.0,5.85,Data,aussportsbetting.com
2024-06-08,Hurricanes,Rebels,1.02,55.64,16.53,Data,aussportsbetting.com
2024-06-08,Blues,Fijian Drua,1.01,58.0,16.26,Data,aussportsbetting.com
2024-06-14,Blues,Brumbies,1.16,35.33,5.54,Data,aussportsbetting.com
2024-06-15,Hurricanes,Chiefs,1.59,24.17,2.51,Data,aussportsbetting.com
2024-06-22,Blues,Chiefs,1.38,24.27,3.26,Data,aussportsbetting.com
2025-02-14,Crusaders,Hurricanes,1.57,24.05,2.51,Data,aussportsbetting.com
2025-02-14,Waratahs,Highlanders,1.36,24.55,3.31,Data,aussportsbetting.com
2025-02-15,Fijian Drua,Brumbies,1.75,22.95,2.16,Data,aussportsbetting.com
2025-02-15,Blues,Chiefs,1.46,23.58,2.85,Data,aussportsbetting.com
2025-02-15,Force,Moana Pasifika,1.46,24.78,2.81,Data,aussportsbetting.com
2025-02-21,Chiefs,Crusaders,1.35,25.45,3.33,Data,aussportsbetting.com
2025-02-21,Reds,Moana Pasifika,1.13,34.95,6.12,Data,aussportsbetting.com
2025-02-22,Brumbies,Force,1.13,33.59,6.16,Data,aussportsbetting.com
2025-02-22,Hurricanes,Fijian Drua,1.08,38.57,8.04,Data,aussportsbetting.com
2025-02-22,Highlanders,Blues,4.48,30.44,1.21,Data,aussportsbetting.com
2025-02-28,Moana Pasifika,Highlanders,3.39,27.11,1.33,Data,aussportsbetting.com
2025-02-28,Waratahs,Fijian Drua,1.24,28.63,4.2,Data,aussportsbetting.com
2025-03-01,Force,Reds,3.16,26.22,1.38,Data,aussportsbetting.com
2025-03-01,Chiefs,Brumbies,1.12,34.72,6.39,Data,aussportsbetting.com
2025-03-01,Hurricanes,Blues,2.43,22.83,1.6,Data,aussportsbetting.com
2025-03-07,Blues,Brumbies,1.29,27.68,3.86,Data,aussportsbetting.com
2025-03-08,Fijian Drua,Chiefs,3.25,27.11,1.37,Data,aussportsbetting.com
2025-03-08,Moana Pasifika,Hurricanes,4.13,27.74,1.26,Data,aussportsbetting.com
2025-03-08,Waratahs,Force,1.47,23.44,2.83,Data,aussportsbetting.com
2025-03-09,Crusaders,Reds,1.24,26.73,4.31,Data,aussportsbetting.com
2025-03-14,Highlanders,Hurricanes,2.06,20.95,1.84,Data,aussportsbetting.com
2025-03-14,Brumbies,Fijian Drua,1.16,33.39,5.42,Data,aussportsbetting.com
2025-03-15,Crusaders,Force,1.03,44.84,13.99,Data,aussportsbetting.com
2025-03-15,Chiefs,Blues,1.25,28.21,4.18,Data,aussportsbetting.com
2025-03-15,Reds,Waratahs,1.39,25.16,3.18,Data,aussportsbetting.com
2025-03-21,Moana Pasifika,Chiefs,6.78,36.88,1.1,Data,aussportsbetting.com
2025-03-22,Waratahs,Brumbies,2.98,24.88,1.42,Data,aussportsbetting.com
2025-03-22,Highlanders,Reds,1.5,22.38,2.7,Data,aussportsbetting.com
2025-03-22,Blues,Crusaders,1.79,22.63,2.09,Data,aussportsbetting.com
2025-03-23,Force,Fijian Drua,1.5,25.63,2.69,Data,aussportsbetting.com
2025-03-28,Hurricanes,Waratahs,1.17,31.2,5.08,Data,aussportsbetting.com
2025-03-28,Brumbies,Highlanders,1.26,28.2,3.99,Data,aussportsbetting.com
2025-03-29,Crusaders,Moana Pasifika,1.04,42.31,10.28,Data,aussportsbetting.com
2025-03-29,Reds,Force,1.39,25.6,3.18,Data,aussportsbetting.com
2025-04-04,Chiefs,Reds,1.2,29.66,4.69,Data,aussportsbetting.com
2025-04-05,Force,Highlanders,1.63,24.23,2.36,Data,aussportsbetting.com
2025-04-05,Moana Pasifika,Waratahs,1.7,23.59,2.22,Data,aussportsbetting.com
2025-04-05,Fijian Drua,Crusaders,2.41,23.74,1.6,Data,aussportsbetting.com
2025-04-05,Blues,Hurricanes,1.56,23.78,2.49,Data,aussportsbetting.com
2025-04-11,Waratahs,Chiefs,4.73,27.14,1.2,Data,aussportsbetting.com
2025-04-11,Hurricanes,Crusaders,1.7,23.07,2.24,Data,aussportsbetting.com
2025-04-12,Reds,Brumbies,1.65,23.5,2.33,Data,aussportsbetting.com
2025-04-12,Blues,Moana Pasifika,1.18,32.6,4.84,Data,aussportsbetting.com
2025-04-12,Highlanders,Fijian Drua,1.29,28.07,3.74,Data,aussportsbetting.com
2025-04-18,Crusaders,Blues,1.45,23.4,2.87,Data,aussportsbetting.com
2025-04-19,Fijian Drua,Waratahs,1.45,24.2,2.81,Data,aussportsbetting.com
2025-04-19,Moana Pasifika,Brumbies,3.29,26.91,1.35,Data,aussportsbetting.com
2025-04-19,Chiefs,Highlanders,1.14,30.95,5.89,Data,aussportsbetting.com
2025-04-19,Force,Hurricanes,2.5,24.36,1.55,Data,aussportsbetting.com
2025-04-25,Chiefs,Force,1.05,41.95,10.33,Data,aussportsbetting.com
2025-04-25,Reds,Blues,1.81,22.56,2.09,Data,aussportsbetting.com
2025-04-26,Moana Pasifika,Fijian Drua,1.44,25.25,2.89,Data,aussportsbetting.com
2025-04-26,Highlanders,Crusaders,3.91,26.92,1.27,Data,aussportsbetting.com
2025-04-26,Brumbies,Hurricanes,1.45,23.76,2.85,Data,aussportsbetting.com
2025-05-02,Blues,Force,1.1,33.45,6.84,Data,aussportsbetting.com
2025-05-03,Brumbies,Waratahs,1.27,27.49,3.9,Data,aussportsbetting.com
2025-05-03,Fijian Drua,Reds,2.48,23.04,1.56,Data,aussportsbetting.com
2025-05-03,Hurricanes,Chiefs,2.34,23.34,1.63,Data,aussportsbetting.com
2025-05-04,Highlanders,Moana Pasifika,1.59,23.87,2.42,Data,aussportsbetting.com
2025-05-09,Fijian Drua,Blues,3.08,24.17,1.4,Data,aussportsbetting.com
2025-05-09,Waratahs,Reds,2.28,23.11,1.67,Data,aussportsbetting.com
2025-05-10,Crusaders,Chiefs,1.7,23.25,2.23,Data,aussportsbetting.com
2025-05-10,Force,Brumbies,2.66,24.1,1.51,Data,aussportsbetting.com
2025-05-16,Hurricanes,Highlanders,1.07,37.62,8.68,Data,aussportsbetting.com
2025-05-16,Waratahs,Crusaders,2.42,22.83,1.6,Data,aussportsbetting.com
2025-05-17,Brumbies,Reds,1.4,23.99,3.09,Data,aussportsbetting.com
2025-05-17,Fijian Drua,Force,1.28,27.17,3.83,Data,aussportsbetting.com
2025-05-17,Moana Pasifika,Blues,3.52,26.63,1.32,Data,aussportsbetting.com
2025-05-23,Crusaders,Highlanders,1.11,33.83,6.79,Data,aussportsbetting.com
2025-05-23,Reds,Hurricanes,1.84,22.17,2.03,Data,aussportsbetting.com
2025-05-24,Chiefs,Moana Pasifika,1.09,37.94,7.32,Data,aussportsbetting.com
2025-05-24,Force,Waratahs,1.61,23.72,2.4,Data,aussportsbetting.com
2025-05-30,Highlanders,Chiefs,5.26,30.83,1.16,Data,aussportsbetting.com
2025-05-30,Brumbies,Crusaders,1.81,22.06,2.08,Data,aussportsbetting.com
2025-05-31,Blues,Waratahs,1.05,40.44,9.99,Data,aussportsbetting.com
2025-05-31,Hurricanes,Moana Pasifika,1.22,31.0,4.31,Data,aussportsbetting.com
2025-05-31,Reds,Fijian Drua,1.09,34.17,7.4,Data,aussportsbetting.com
2025-06-06,Crusaders,Reds,1.17,29.17,5.26,Data,aussportsbetting.com
2025-06-07,Chiefs,Blues,1.32,25.89,3.55,Data,aussportsbetting.com
2025-06-07,Brumbies,Hurricanes,1.76,23.56,2.15,Data,aussportsbetting.com
2025-06-13,Crusaders,Blues,1.43,23.24,2.93,Data,aussportsbetting.com
2025-06-14,Chiefs,Brumbies,1.15,31.47,5.65,Data,aussportsbetting.com
2025-06-21,Crusaders,Chiefs,2.08,21.79,1.79,Data,aussportsbetting.com
2026-02-13,Waratahs,Reds,1.62,22.29,2.38,Data,aussportsbetting.com
2026-02-13,Highlanders,Crusaders,3.27,23.91,1.36,Data,aussportsbetting.com
2026-02-14,Blues,Chiefs,2.42,21.56,1.61,Data,aussportsbetting.com
2026-02-14,Force,Brumbies,1.94,22.29,1.92,Data,aussportsbetting.com
2026-02-14,Fijian Drua,Moana Pasifika,1.32,25.41,3.51,Data,aussportsbetting.com
2026-02-20,Hurricanes,Moana Pasifika,1.03,38.27,12.44,Data,aussportsbetting.com
2026-02-20,Waratahs,Fijian Drua,1.14,30.11,5.76,Data,aussportsbetting.com
2026-02-21,Highlanders,Chiefs,3.13,23.21,1.39,Data,aussportsbetting.com
2026-02-21,Force,Blues,3.53,24.88,1.31,Data,aussportsbetting.com
2026-02-22,Crusaders,Brumbies,1.16,27.64,5.35,Data,aussportsbetting.com
2026-02-27,Moana Pasifika,Force,1.53,31.0,2.77,Data,aussportsbetting.com
2026-02-27,Reds,Highlanders,1.66,23.0,2.51,Data,aussportsbetting.com
2026-02-28,Fijian Drua,Hurricanes,5.4,35.0,1.2,Data,aussportsbetting.com
2026-02-28,Chiefs,Crusaders,1.36,35.0,3.7,Data,aussportsbetting.com
2026-02-28,Brumbies,Blues,1.47,25.0,3.04,Data,aussportsbetting.com
2026-03-06,Chiefs,Moana Pasifika,1.01,55.0,29.0,Data,aussportsbetting.com
2026-03-06,Waratahs,Hurricanes,2.33,25.0,1.75,Data,aussportsbetting.com
2026-03-07,Highlanders,Force,1.28,34.0,4.5,Data,aussportsbetting.com
2026-03-07,Blues,Crusaders,1.8,29.0,2.2,Data,aussportsbetting.com
2026-03-07,Brumbies,Reds,1.62,29.0,2.52,Data,aussportsbetting.com
2026-03-13,Hurricanes,Force,1.06,51.0,12.9,Data,aussportsbetting.com
2026-03-14,Fijian Drua,Brumbies,2.24,25.0,1.84,Data,aussportsbetting.com
2026-03-14,Crusaders,Highlanders,1.31,35.0,4.25,Data,aussportsbetting.com
2026-03-14,Reds,Waratahs,1.25,34.0,4.5,Data,aussportsbetting.com
2026-03-15,Blues,Moana Pasifika,1.05,60.0,14.0,Data,aussportsbetting.com
2026-03-20,Highlanders,Hurricanes,3.38,30.0,1.42,Data,aussportsbetting.com
2026-03-20,Brumbies,Chiefs,2.71,26.0,1.61,Data,aussportsbetting.com
2026-03-21,Fijian Drua,Reds,1.53,26.0,2.8,Data,aussportsbetting.com
2026-03-21,Moana Pasifika,Crusaders,15.0,60.0,1.05,Data,aussportsbetting.com
2026-03-21,Waratahs,Blues,3.33,28.0,1.44,Data,aussportsbetting.com
2026-03-27,Moana Pasifika,Highlanders,5.5,35.0,1.24,Data,aussportsbetting.com
2026-03-27,Brumbies,Waratahs,1.21,30.0,5.51,Data,aussportsbetting.com
2026-03-28,Hurricanes,Reds,1.14,35.0,6.84,Data,aussportsbetting.com
2026-03-28,Blues,Fijian Drua,1.06,55.0,14.9,Data,aussportsbetting.com
2026-03-28,Force,Chiefs,5.51,40.0,1.2,Data,aussportsbetting.com
2026-04-03,Crusaders,Fijian Drua,1.02,51.0,21.0,Data,aussportsbetting.com
2026-04-04,Chiefs,Waratahs,1.11,40.0,7.45,Data,aussportsbetting.com
2026-04-04,Reds,Force,1.2,40.0,5.02,Data,aussportsbetting.com
2026-04-10,Highlanders,Brumbies,2.3,32.0,1.8,Data,aussportsbetting.com
2026-04-11,Moana Pasifika,Chiefs,21.0,51.0,1.04,Data,aussportsbetting.com
2026-04-11,Fijian Drua,Force,1.58,29.0,2.74,Data,aussportsbetting.com
2026-04-11,Hurricanes,Blues,1.36,30.0,3.75,Data,aussportsbetting.com
2026-04-11,Reds,Crusaders,2.42,27.0,1.63,Data,aussportsbetting.com
