Team,xWins,Wins,Performance
Ireland Students,0.864,1.0,0.136
Nelson / Golden Bay-Motueka,0.366,0.5,0.134
Brisbane Academy,0.869,1.0,0.131
Neath,1.8730000000000002,2.0,0.12699999999999978
Northern Territory,0.877,1.0,0.123
Australian Universities,1.38,1.5,0.1200000000000001
Brisbane,0.888,1.0,0.11199999999999999
Combined Provinces,1.3929999999999998,1.5,0.1070000000000002
West Wales,2.394,2.5,0.10599999999999987
Free State / Griqualand West / South West Africa,0.397,0.5,0.10299999999999998
South West Africa,0.911,1.0,0.08899999999999997
Mid Canterbury,1.9259999999999997,2.0,0.07400000000000029
Queensland A,1.928,2.0,0.07200000000000006
Blackheath,0.444,0.5,0.055999999999999994
Brazil A,1.945,2.0,0.05499999999999994
Midwest RFU,0.953,1.0,0.04700000000000004
San Juan,0.953,1.0,0.04700000000000004
Guadeloupe,1.969,2.0,0.030999999999999917
RFU Championship XV,0.9790000000000001,1.0,0.020999999999999908
Northern Free State,0.48,0.5,0.020000000000000018
Treorchy,0.494,0.5,0.006000000000000005
Dungannon,0.495,0.5,0.0050000000000000044
Savai'i Samoa,14.998999999999995,15.0,0.0010000000000047748
England Rugby Partnership XV,0.004,0.0,-0.004
Hartpury University RFC,12.007000000000001,12.0,-0.0070000000000014495
Boland Invitation XV,0.008,0.0,-0.008
Glasgow Caledonians,0.009,0.0,-0.009
New Zealand Provincial Barbarians,0.011,0.0,-0.011
Centre-Limousin,0.011,0.0,-0.011
Neuquen,0.511,0.5,-0.01100000000000001
First Nations and Pasifika XV,0.013,0.0,-0.013
Paul Roos XV,0.015,0.0,-0.015
NSW / Queensland Country,0.015,0.0,-0.015
Waratahs,0.015,0.0,-0.015
Reds,0.015,0.0,-0.015
Quaggas,0.015,0.0,-0.015
Invitational Australia & New Zealand,0.016,0.0,-0.016
Rebels,0.016,0.0,-0.016
Italian Presidents XV,0.018,0.0,-0.018
Auvergne Selection,0.02,0.0,-0.02
Eastern XV,0.02,0.0,-0.02
Australia B,0.02,0.0,-0.02
Litoral Selection,0.02,0.0,-0.02
Western XV,0.02,0.0,-0.02
CONSUR XV,0.021,0.0,-0.021
Presidents XV,0.021,0.0,-0.021
Emerging Wales,0.522,0.5,-0.02200000000000002
British Columbia U25,0.023,0.0,-0.023
Chilean Invitational,0.024,0.0,-0.024
Chile A,2.024,2.0,-0.02400000000000002
British Schools Old Boys,0.026,0.0,-0.026
Romania Sud XV,0.026,0.0,-0.026
Quaggas-Barbarians,0.027,0.0,-0.027
South Eastern France,0.027,0.0,-0.027
Central Unions,0.029,0.0,-0.029
Riverina,0.029,0.0,-0.029
