Year,Home_Team,Home_Score,Away_Score,Away_Team,Date
2014,Harlequins,26,23,Wasps,9/20/2014
2014,London Irish,32,36,Saracens,9/20/2014
2014,Bath,45,0,Leicester,9/20/2014
2014,Gloucester,22,25,Exeter,9/19/2014
2014,Wasps,20,16,Northampton,9/14/2014
2014,Newcastle,18,20,London Irish,9/14/2014
2014,Bath,53,26,London Welsh,9/13/2014
2014,Gloucester,34,27,Sale,9/13/2014
2014,Exeter,20,24,Leicester,9/13/2014
2014,Harlequins,0,39,Saracens,9/12/2014
2014,London Welsh,0,52,Exeter,9/7/2014
2014,Sale,20,29,Bath,9/6/2014
2014,Saracens,34,28,Wasps,9/6/2014
2014,Leicester,36,17,Newcastle,9/6/2014
2014,London Irish,15,20,Harlequins,9/6/2014
2014,Northampton,53,6,Gloucester,9/5/2014
2016,Saracens,28,20,Exeter,5/28/2016
2016,Saracens,44,17,Leicester,5/21/2016
2016,Exeter,34,23,Wasps,5/21/2016
2016,Bath,38,27,Leicester,5/7/2016
2016,Gloucester,20,28,Northampton,5/7/2016
2016,Harlequins,24,62,Exeter,5/7/2016
2016,Newcastle,15,21,Sale,5/7/2016
2016,Wasps,38,12,London Irish,5/7/2016
2016,Worcester,19,43,Saracens,5/7/2016
2016,Exeter,24,3,Wasps,5/1/2016
2016,London Irish,25,32,Harlequins,5/1/2016
2016,Saracens,23,14,Newcastle,5/1/2016
2016,Leicester,31,17,Worcester,4/30/2016
2016,Northampton,15,14,Bath,4/30/2016
2016,Sale,11,12,Gloucester,4/29/2016
2016,Bath,32,26,Sale,4/23/2016
2016,Sale,29,17,Bath,4/17/2016
2016,Newcastle,13,6,London Irish,4/17/2016
2016,Worcester,35,54,Wasps,4/16/2016
2016,Saracens,22,12,Harlequins,4/16/2016
2016,Northampton,24,30,Leicester,4/16/2016
2016,Gloucester,16,9,Exeter,4/15/2016
2016,Wasps,28,6,Northampton,4/3/2016
2016,Exeter,50,12,Worcester,4/2/2016
2016,Harlequins,46,25,Newcastle,4/2/2016
2016,London Irish,15,30,Sale,4/2/2016
2016,Leicester,35,30,Gloucester,4/2/2016
2016,Bath,10,30,Saracens,4/1/2016
2016,Sale,27,20,Leicester,3/27/2016
2016,Newcastle,20,34,Wasps,3/27/2016
2016,Northampton,29,23,Harlequins,3/27/2016
2016,Saracens,36,18,Exeter,3/26/2016
2016,Gloucester,12,17,Bath,3/26/2016
2016,Worcester,12,6,London Irish,3/26/2016
2016,Exeter,20,12,Northampton,3/20/2016
2016,Wasps,39,12,Sale,3/20/2016
2016,London Irish,23,18,Gloucester,3/20/2016
2016,Leicester,21,13,Saracens,3/20/2016
2016,Harlequins,15,21,Worcester,3/19/2016
2016,Bath,21,19,Newcastle,3/18/2016
2016,Wasps,36,24,Leicester,3/12/2016
2016,Northampton,26,11,Sale,3/12/2016
2016,Worcester,28,20,Gloucester,3/12/2016
2016,Exeter,32,17,Newcastle,3/12/2016
2016,London Irish,16,26,Saracens,3/12/2016
2016,Harlequins,35,28,Bath,3/11/2016
2016,Leicester,31,27,Exeter,3/6/2016
2016,Sale,29,23,Harlequins,3/5/2016
2016,Gloucester,13,10,Wasps,3/5/2016
2016,Bath,25,17,London Irish,3/5/2016
2016,Saracens,15,20,Northampton,3/5/2016
2016,Newcastle,14,15,Worcester,3/4/2016
2016,Exeter,26,17,Bath,2/28/2016
2016,Leicester,47,20,London Irish,2/28/2016
2016,Wasps,42,10,Harlequins,2/28/2016
2016,Sale,36,36,Saracens,2/27/2016
2016,Northampton,38,18,Worcester,2/27/2016
2016,Gloucester,32,6,Newcastle,2/27/2016
2016,London Irish,15,22,Exeter,2/21/2016
2016,Newcastle,26,25,Northampton,2/21/2016
2016,Saracens,25,12,Gloucester,2/20/2016
2016,Worcester,31,23,Sale,2/20/2016
2016,Bath,18,24,Wasps,2/20/2016
2016,Harlequins,25,19,Leicester,2/19/2016
2016,Saracens,23,64,Wasps,2/14/2016
2016,Sale,23,17,Exeter,2/13/2016
2016,Gloucester,28,6,Harlequins,2/13/2016
2016,Northampton,35,7,London Irish,2/13/2016
2016,Worcester,14,16,Bath,2/13/2016
2016,Newcastle,26,14,Leicester,2/12/2016
2016,Exeter,11,14,Saracens,2/7/2016
2016,London Irish,20,13,Worcester,2/7/2016
2016,Harlequins,23,27,Northampton,2/6/2016
2016,Wasps,9,8,Newcastle,2/6/2016
2016,Leicester,3,10,Sale,2/6/2016
2016,Bath,11,15,Gloucester,2/5/2016
2016,Newcastle,26,19,Harlequins,1/31/2016
2016,Worcester,15,30,Exeter,1/31/2016
2016,Sale,38,10,London Irish,1/30/2016
2016,Gloucester,18,19,Leicester,1/30/2016
2016,Saracens,19,13,Bath,1/30/2016
2016,Northampton,11,24,Wasps,1/29/2016
2016,London Irish,20,15,Newcastle,1/10/2016
2016,Wasps,32,22,Worcester,1/10/2016
2016,Exeter,19,10,Gloucester,1/9/2016
2016,Harlequins,29,23,Saracens,1/9/2016
2016,Leicester,30,27,Northampton,1/9/2016
2016,Worcester,20,24,Harlequins,1/3/2016
2016,Gloucester,27,14,London Irish,1/2/2016
2016,Newcastle,19,14,Bath,1/2/2016
2016,Saracens,26,6,Leicester,1/2/2016
2016,Sale,15,9,Wasps,1/2/2016
2016,Northampton,8,3,Exeter,1/1/2016
2015,Wasps,16,26,Saracens,12/27/2015
2015,Bath,21,14,Worcester,12/27/2015
2015,Harlequins,39,39,Gloucester,12/27/2015
2015,London Irish,25,23,Northampton,12/26/2015
2015,Exeter,33,17,Sale,12/26/2015
2015,Leicester,22,10,Newcastle,12/26/2015
2015,Newcastle,3,38,Saracens,12/6/2015
2015,Harlequins,38,7,London Irish,12/5/2015
2015,Worcester,20,29,Leicester,12/5/2015
2015,Bath,11,13,Northampton,12/5/2015
2015,Wasps,27,41,Exeter,12/5/2015
2015,Gloucester,23,19,Sale,12/4/2015
2015,Leicester,21,11,Bath,11/29/2015
2015,Sale,15,15,Newcastle,11/28/2015
2015,Exeter,26,25,Harlequins,11/28/2015
2015,Saracens,48,18,Worcester,11/28/2015
2015,London Irish,15,33,Wasps,11/28/2015
2015,Northampton,15,3,Gloucester,11/27/2015
2015,Wasps,23,3,Gloucester,11/8/2015
2015,London Irish,14,45,Bath,11/7/2015
2015,Worcester,28,20,Newcastle,11/7/2015
2015,Northampton,6,12,Saracens,11/7/2015
2015,Exeter,19,6,Leicester,11/7/2015
2015,Harlequins,16,14,Sale,11/6/2015
2015,Newcastle,3,41,Exeter,11/1/2015
2015,Sale,20,13,Northampton,11/1/2015
2015,Leicester,24,16,Wasps,11/1/2015
2015,Saracens,24,14,London Irish,10/31/2015
2015,Bath,28,38,Harlequins,10/31/2015
2015,Gloucester,24,22,Worcester,10/31/2015
2015,Leicester,22,19,Harlequins,10/25/2015
2015,Northampton,42,16,Newcastle,10/24/2015
2015,Wasps,16,9,Bath,10/24/2015
2015,Exeter,38,11,London Irish,10/24/2015
2015,Gloucester,15,17,Saracens,10/23/2015
2015,Sale,27,13,Worcester,10/23/2015
2015,London Irish,16,28,Leicester,10/18/2015
2015,Bath,19,17,Exeter,10/17/2015
2015,Saracens,41,3,Sale,10/17/2015
2015,Worcester,13,12,Northampton,10/16/2015
2015,Newcastle,27,39,Gloucester,10/16/2015
2017,Wasps,20,23,Exeter,5/27/2017
2017,Exeter,18,16,Saracens,5/20/2017
2017,Wasps,21,20,Leicester,5/20/2017
2017,Bristol,27,39,Newcastle,5/6/2017
2017,Gloucester,20,34,Exeter,5/6/2017
2017,Northampton,22,20,Harlequins,5/6/2017
2017,Sale,27,24,Bath,5/6/2017
2017,Wasps,35,15,Saracens,5/6/2017
2017,Worcester,23,28,Leicester,5/6/2017
2017,Bath,44,20,Gloucester,4/30/2017
2017,Exeter,36,12,Northampton,4/29/2017
2017,Leicester,41,18,Sale,4/29/2017
2017,Saracens,27,9,Bristol,4/29/2017
2017,Harlequins,32,13,Wasps,4/28/2017
2017,Newcastle,16,14,Worcester,4/28/2017
2017,Bristol,21,36,Wasps,4/16/2017
2017,Northampton,25,27,Saracens,4/16/2017
2017,Gloucester,39,30,Sale,4/15/2017
2017,Leicester,30,3,Newcastle,4/15/2017
2017,Worcester,25,19,Bath,4/15/2017
2017,Harlequins,26,39,Exeter,4/14/2017
2017,Wasps,32,30,Northampton,4/9/2017
2017,Bath,27,21,Leicester,4/8/2017
2017,Exeter,38,34,Bristol,4/8/2017
2017,Saracens,40,19,Harlequins,4/8/2017
2017,Sale,36,26,Worcester,4/7/2017
2017,Newcastle,16,14,Gloucester,4/7/2017
2017,Wasps,40,33,Worcester,3/26/2017
2017,Saracens,53,10,Bath,3/26/2017
2017,Exeter,30,25,Sale,3/25/2017
2017,Harlequins,53,17,Newcastle,3/25/2017
2017,Northampton,31,36,Leicester,3/25/2017
2017,Bristol,14,32,Gloucester,3/24/2017
2017,Newcastle,27,35,Saracens,3/5/2017
2017,Worcester,41,24,Bristol,3/5/2017
2017,Bath,3,24,Wasps,3/4/2017
2017,Gloucester,27,30,Harlequins,3/4/2017
2017,Leicester,15,34,Exeter,3/3/2017
2017,Sale,12,32,Northampton,3/3/2017
2017,Bristol,12,11,Bath,2/26/2017
2017,Wasps,35,22,Gloucester,2/26/2017
2017,Saracens,29,18,Sale,2/25/2017
2017,Exeter,36,14,Newcastle,2/25/2017
2017,Northampton,24,14,Worcester,2/25/2017
2017,Harlequins,18,27,Leicester,2/24/2017
2017,Newcastle,46,31,Northampton,2/19/2017
2017,Sale,34,28,Wasps,2/19/2017
2017,Bath,22,12,Harlequins,2/18/2017
2017,Leicester,50,17,Bristol,2/18/2017
2017,Worcester,32,48,Exeter,2/18/2017
2017,Gloucester,31,23,Saracens,2/17/2017
2017,Exeter,35,35,Wasps,2/12/2017
2017,Leicester,34,9,Gloucester,2/11/2017
2017,Worcester,24,18,Saracens,2/11/2017
2017,Bath,32,30,Northampton,2/10/2017
2017,Bristol,8,42,Harlequins,2/10/2017
2017,Sale,26,24,Newcastle,2/10/2017
2017,Wasps,22,16,Leicester,1/8/2017
2017,Gloucester,55,19,Worcester,1/7/2017
2017,Harlequins,29,26,Sale,1/7/2017
2017,Northampton,32,26,Bristol,1/7/2017
2017,Saracens,13,13,Exeter,1/7/2017
2017,Newcastle,24,22,Bath,1/6/2017
2017,Sale,23,24,Bristol,1/1/2017
2017,Gloucester,12,13,Northampton,1/1/2017
2017,Leicester,12,16,Saracens,1/1/2017
2017,Worcester,24,17,Harlequins,1/1/2017
2016,Bath,11,17,Exeter,12/31/2016
2016,Newcastle,30,34,Wasps,12/30/2016
2016,Harlequins,28,24,Gloucester,12/27/2016
2016,Bristol,28,20,Worcester,12/26/2016
2016,Saracens,21,6,Newcastle,12/24/2016
2016,Wasps,40,26,Bath,12/24/2016
2016,Exeter,31,10,Leicester,12/24/2016
2016,Northampton,24,5,Sale,12/23/2016
2016,Newcastle,38,32,Harlequins,12/4/2016
2016,Worcester,12,26,Wasps,12/4/2016
2016,Bath,14,11,Saracens,12/3/2016
2016,Gloucester,26,18,Bristol,12/3/2016
2016,Leicester,19,11,Northampton,12/3/2016
2016,Sale,3,21,Exeter,12/2/2016
2016,Saracens,24,20,Gloucester,11/27/2016
2016,Wasps,34,24,Sale,11/27/2016
2016,Harlequins,21,20,Bath,11/27/2016
2016,Exeter,57,22,Worcester,11/26/2016
2016,Bristol,16,21,Leicester,11/25/2016
2016,Northampton,16,22,Newcastle,11/25/2016
2016,Sale,13,28,Saracens,11/20/2016
2016,Leicester,25,6,Harlequins,11/20/2016
2016,Gloucester,36,18,Wasps,11/19/2016
2016,Bath,16,9,Bristol,11/18/2016
2016,Worcester,17,18,Northampton,11/18/2016
2016,Newcastle,19,32,Exeter,11/18/2016
2016,Wasps,31,6,Newcastle,10/30/2016
2016,Bristol,13,31,Sale,10/30/2016
2016,Exeter,10,13,Bath,10/30/2016
2016,Harlequins,36,14,Worcester,10/29/2016
2016,Saracens,24,10,Leicester,10/29/2016
2016,Northampton,23,20,Gloucester,10/28/2016
2016,Saracens,30,14,Wasps,10/9/2016
2016,Exeter,27,27,Gloucester,10/8/2016
2016,Harlequins,20,9,Northampton,10/8/2016
2016,Leicester,34,13,Worcester,10/8/2016
2016,Newcastle,19,14,Bristol,10/8/2016
2016,Bath,30,3,Sale,10/7/2016
2016,Wasps,47,18,Harlequins,10/2/2016
2016,Worcester,11,9,Newcastle,10/2/2016
2016,Sale,34,30,Leicester,10/1/2016
2016,Gloucester,6,15,Bath,10/1/2016
2016,Bristol,0,39,Saracens,9/30/2016
2016,Northampton,20,19,Exeter,9/30/2016
2016,Leicester,34,14,Bath,9/25/2016
2016,Gloucester,13,18,Newcastle,9/24/2016
2016,Harlequins,17,10,Saracens,9/24/2016
2016,Northampton,15,20,Wasps,9/24/2016
2016,Worcester,34,34,Sale,9/24/2016
2016,Bristol,17,41,Exeter,9/23/2016
2016,Wasps,70,22,Bristol,9/18/2016
2016,Newcastle,13,14,Leicester,9/18/2016
2016,Bath,37,22,Worcester,9/17/2016
2016,Exeter,36,25,Harlequins,9/17/2016
2016,Saracens,27,12,Northampton,9/17/2016
2016,Sale,13,26,Gloucester,9/16/2016
2016,Bristol,10,32,Northampton,9/11/2016
2016,Exeter,13,34,Saracens,9/11/2016
2016,Bath,58,5,Newcastle,9/10/2016
2016,Leicester,22,34,Wasps,9/10/2016
2016,Worcester,23,23,Gloucester,9/9/2016
2016,Sale,19,10,Harlequins,9/9/2016
2016,Wasps,25,20,Exeter,9/4/2016
2016,Saracens,35,3,Worcester,9/3/2016
2016,Northampton,14,18,Bath,9/3/2016
2016,Harlequins,21,19,Bristol,9/3/2016
2016,Gloucester,31,38,Leicester,9/2/2016
2016,Newcastle,19,17,Sale,9/2/2016
2018,Exeter,10,27,Saracens,5/26/2018
2018,Saracens,57,33,Wasps,5/19/2018
2018,Exeter,36,5,Newcastle,5/19/2018
2018,Bath,63,19,London Irish,5/5/2018
2018,Harlequins,17,41,Exeter,5/5/2018
2018,Newcastle,22,39,Wasps,5/5/2018
2018,Northampton,32,24,Worcester,5/5/2018
2018,Sale,13,35,Leicester,5/5/2018
2018,Saracens,62,12,Gloucester,5/5/2018
2018,London Irish,14,51,Saracens,4/29/2018
2018,Wasps,36,29,Northampton,4/29/2018
2018,Exeter,34,19,Sale,4/28/2018
2018,Gloucester,20,43,Bath,4/28/2018
2018,Worcester,44,13,Harlequins,4/28/2018
2018,Leicester,23,25,Newcastle,4/27/2018
2018,London Irish,5,45,Exeter,4/15/2018
2018,Saracens,41,6,Bath,4/15/2018
2018,Gloucester,37,9,Harlequins,4/14/2018
2018,Leicester,21,27,Northampton,4/14/2018
2018,Wasps,30,15,Worcester,4/14/2018
2018,Newcastle,35,30,Sale,4/13/2018
2018,Exeter,46,10,Gloucester,4/8/2018
2018,Bath,19,34,Leicester,4/7/2018
2018,Northampton,13,63,Saracens,4/7/2018
2018,Harlequins,5,35,London Irish,4/7/2018
2018,Worcester,27,13,Newcastle,4/7/2018
2018,Sale,28,27,Wasps,4/6/2018
2018,Leicester,16,15,Wasps,3/25/2018
2018,London Irish,29,33,Gloucester,3/24/2018
2018,Sale,58,25,Worcester,3/24/2018
2018,Saracens,24,11,Harlequins,3/24/2018
2018,Newcastle,25,22,Northampton,3/24/2018
2018,Bath,18,20,Exeter,3/23/2018
2018,Exeter,24,12,Saracens,3/4/2018
2018,Harlequins,20,5,Bath,3/4/2018
2018,Wasps,24,16,London Irish,3/4/2018
2018,Worcester,5,34,Leicester,3/4/2018
2018,Gloucester,20,21,Newcastle,3/3/2018
2018,Northampton,25,34,Sale,3/3/2018
2018,London Irish,22,9,Worcester,2/25/2018
2018,Saracens,20,28,Leicester,2/25/2018
2018,Exeter,31,30,Northampton,2/24/2018
2018,Bath,33,32,Sale,2/24/2018
2018,Gloucester,25,25,Wasps,2/24/2018
2018,Harlequins,10,28,Newcastle,2/24/2018
2018,Wasps,13,7,Exeter,2/18/2018
2018,Leicester,33,18,Harlequins,2/17/2018
2018,Northampton,25,17,London Irish,2/17/2018
2018,Worcester,25,15,Gloucester,2/17/2018
2018,Newcastle,29,12,Bath,2/16/2018
2018,Sale,3,13,Saracens,2/16/2018
2018,Harlequins,22,44,Wasps,2/11/2018
2018,Exeter,5,6,Worcester,2/10/2018
2018,Gloucester,24,17,Leicester,2/10/2018
2018,Saracens,25,3,Newcastle,2/10/2018
2018,London Irish,9,13,Sale,2/10/2018
2018,Bath,32,9,Northampton,2/9/2018
2018,Newcastle,28,20,Exeter,1/7/2018
2018,Wasps,15,38,Saracens,1/7/2018
2018,Leicester,19,15,London Irish,1/6/2018
2018,Northampton,22,19,Gloucester,1/6/2018
2018,Sale,30,29,Harlequins,1/6/2018
2018,Worcester,25,46,Bath,1/5/2018
2017,Exeter,30,6,Leicester,12/31/2017
2017,Gloucester,20,16,Sale,12/30/2017
2017,London Irish,15,20,Newcastle,12/30/2017
2017,Saracens,46,31,Worcester,12/30/2017
2017,Harlequins,50,21,Northampton,12/30/2017
2017,Bath,26,31,Wasps,12/29/2017
2017,Leicester,17,29,Saracens,12/24/2017
2017,Newcastle,11,10,Harlequins,12/23/2017
2017,Northampton,14,35,Exeter,12/23/2017
2017,Sale,32,9,Bath,12/23/2017
2017,Wasps,49,24,Gloucester,12/23/2017
2017,Worcester,23,8,London Irish,12/22/2017
2017,Harlequins,20,19,Saracens,12/3/2017
2017,Exeter,42,29,Bath,12/2/2017
2017,Gloucester,39,15,London Irish,12/2/2017
2017,Wasps,32,25,Leicester,12/2/2017
2017,Northampton,22,24,Newcastle,12/1/2017
2017,Worcester,14,18,Sale,12/1/2017
2017,London Irish,13,17,Wasps,11/26/2017
2017,Saracens,18,20,Exeter,11/26/2017
2017,Bath,38,14,Harlequins,11/25/2017
2017,Leicester,27,31,Worcester,11/25/2017
2017,Sale,18,15,Northampton,11/25/2017
2017,Newcastle,7,29,Gloucester,11/24/2017
2017,Exeter,31,17,Harlequins,11/19/2017
2017,Leicester,35,27,Sale,11/19/2017
2017,London Irish,18,22,Bath,11/19/2017
2017,Worcester,30,15,Northampton,11/18/2017
2017,Wasps,40,10,Newcastle,11/18/2017
2017,Gloucester,23,17,Saracens,11/17/2017
2017,Bath,21,22,Gloucester,10/29/2017
2017,Newcastle,13,30,Leicester,10/29/2017
2017,Harlequins,41,35,Worcester,10/28/2017
2017,Northampton,22,38,Wasps,10/28/2017
2017,Saracens,44,13,London Irish,10/28/2017
2017,Sale,6,10,Exeter,10/27/2017
2017,Saracens,38,19,Wasps,10/8/2017
2017,Bath,29,13,Worcester,10/7/2017
2017,Exeter,34,24,Newcastle,10/7/2017
2017,Gloucester,29,24,Northampton,10/7/2017
2017,London Irish,27,28,Leicester,10/7/2017
2017,Harlequins,42,26,Sale,10/6/2017
2017,Wasps,9,25,Bath,10/1/2017
2017,Leicester,20,13,Exeter,9/30/2017
2017,Northampton,30,22,Harlequins,9/30/2017
2017,Newcastle,29,17,London Irish,9/29/2017
2017,Worcester,3,25,Saracens,9/29/2017
2017,Sale,57,10,Gloucester,9/29/2017
2017,Exeter,31,17,Wasps,9/24/2017
2017,London Irish,25,40,Northampton,9/24/2017
2017,Bath,32,33,Newcastle,9/23/2017
2017,Harlequins,28,31,Leicester,9/23/2017
2017,Saracens,41,13,Sale,9/23/2017
2017,Gloucester,24,19,Worcester,9/22/2017
2017,Wasps,21,24,Harlequins,9/17/2017
2017,Leicester,24,10,Gloucester,9/16/2017
2017,Newcastle,7,22,Saracens,9/16/2017
2017,Northampton,24,6,Bath,9/15/2017
2017,Worcester,10,41,Exeter,9/15/2017
2017,Sale,36,7,London Irish,9/15/2017
2017,Worcester,10,24,Wasps,9/10/2017
2017,Bath,31,19,Saracens,9/9/2017
2017,Exeter,37,7,London Irish,9/9/2017
2017,Harlequins,28,17,Gloucester,9/9/2017
2017,Northampton,24,11,Leicester,9/9/2017
2017,Sale,12,13,Newcastle,9/8/2017
2017,Leicester,23,27,Bath,9/3/2017
2017,Saracens,55,24,Northampton,9/2/2017
2017,Wasps,50,35,Sale,9/2/2017
2017,London Irish,39,29,Harlequins,9/2/2017
2017,Gloucester,28,21,Exeter,9/1/2017
2017,Newcastle,35,8,Worcester,9/1/2017
2019,Exeter,34,37,Saracens,6/1/2019
2019,Saracens,44,19,Gloucester,5/25/2019
2019,Exeter,42,12,Northampton,5/25/2019
2019,Exeter,40,21,Northampton,5/18/2019
2019,Leicester,31,32,Bath,5/18/2019
2019,Newcastle,12,19,Bristol,5/18/2019
2019,Sale,46,41,Gloucester,5/18/2019
2019,Wasps,27,25,Harlequins,5/18/2019
2019,Worcester,31,29,Saracens,5/18/2019
2019,Bath,29,17,Wasps,5/5/2019
2019,Gloucester,28,19,Newcastle,5/4/2019
2019,Northampton,38,10,Worcester,5/4/2019
2019,Saracens,38,7,Exeter,5/4/2019
2019,Bristol,20,20,Sale,5/3/2019
2019,Harlequins,23,19,Leicester,5/3/2019
2019,Worcester,27,20,Gloucester,4/28/2019
2019,Exeter,17,15,Harlequins,4/27/2019
2019,Leicester,20,23,Bristol,4/27/2019
2019,Wasps,14,31,Saracens,4/27/2019
2019,Newcastle,17,31,Northampton,4/26/2019
2019,Sale,6,3,Bath,4/26/2019
2019,Exeter,19,26,Wasps,4/14/2019
2019,Gloucester,27,23,Bath,4/13/2019
2019,Harlequins,19,20,Northampton,4/13/2019
2019,Worcester,39,17,Sale,4/13/2019
2019,Bristol,23,21,Saracens,4/13/2019
2019,Newcastle,22,27,Leicester,4/12/2019
2019,Northampton,31,40,Gloucester,4/7/2019
2019,Bath,26,19,Bristol,4/6/2019
2019,Saracens,26,12,Newcastle,4/6/2019
2019,Wasps,28,16,Worcester,4/6/2019
2019,Leicester,20,52,Exeter,4/6/2019
2019,Sale,28,17,Harlequins,4/5/2019
2019,Exeter,29,10,Bath,3/24/2019
2019,Bristol,25,27,Worcester,3/23/2019
2019,Gloucester,27,14,Wasps,3/23/2019
2019,Saracens,27,20,Harlequins,3/23/2019
2019,Newcastle,22,17,Sale,3/23/2019
2019,Leicester,15,29,Northampton,3/22/2019
2019,Harlequins,7,29,Gloucester,3/10/2019
2019,Wasps,19,20,Newcastle,3/9/2019
2019,Northampton,24,26,Bristol,3/9/2019
2019,Worcester,30,33,Exeter,3/9/2019
2019,Bath,18,9,Saracens,3/8/2019
2019,Sale,32,5,Leicester,3/8/2019
2019,Newcastle,17,6,Worcester,3/3/2019
2019,Bath,29,31,Harlequins,3/2/2019
2019,Leicester,19,14,Wasps,3/2/2019
2019,Sale,14,20,Exeter,3/2/2019
2019,Saracens,36,17,Northampton,3/2/2019
2019,Bristol,28,24,Gloucester,3/1/2019
2019,Worcester,17,13,Leicester,2/24/2019
2019,Harlequins,36,26,Bristol,2/23/2019
2019,Wasps,18,24,Sale,2/23/2019
2019,Exeter,35,17,Newcastle,2/23/2019
2019,Northampton,27,26,Bath,2/23/2019
2019,Gloucester,30,24,Saracens,2/22/2019
2019,Northampton,67,17,Sale,2/16/2019
2019,Bath,30,13,Newcastle,2/16/2019
2019,Harlequins,47,33,Worcester,2/16/2019
2019,Saracens,33,10,Leicester,2/16/2019
2019,Bristol,22,29,Wasps,2/15/2019
2019,Gloucester,24,17,Exeter,2/15/2019
2019,Wasps,27,16,Northampton,1/6/2019
2019,Exeter,14,9,Bristol,1/5/2019
2019,Leicester,34,16,Gloucester,1/5/2019
2019,Newcastle,17,38,Harlequins,1/5/2019
2019,Worcester,21,19,Bath,1/5/2019
2019,Sale,24,18,Saracens,1/4/2019
2018,Bath,23,16,Leicester,12/30/2018
2018,Bristol,35,28,Newcastle,12/30/2018
2018,Gloucester,15,30,Sale,12/29/2018
2018,Saracens,25,17,Worcester,12/29/2018
2018,Harlequins,20,13,Wasps,12/29/2018
2018,Northampton,31,28,Exeter,12/28/2018
2018,Newcastle,17,20,Gloucester,12/23/2018
2018,Wasps,14,24,Bath,12/23/2018
2018,Exeter,31,13,Saracens,12/22/2018
2018,Leicester,35,24,Harlequins,12/22/2018
2018,Sale,27,10,Bristol,12/22/2018
2018,Worcester,6,32,Northampton,12/21/2018
2018,Bath,7,7,Sale,12/2/2018
2018,Bristol,41,10,Leicester,12/1/2018
2018,Gloucester,36,16,Worcester,12/1/2018
2018,Northampton,14,16,Newcastle,12/1/2018
2018,Saracens,29,6,Wasps,12/1/2018
2018,Harlequins,28,26,Exeter,11/30/2018
2018,Leicester,22,27,Saracens,11/25/2018
2018,Exeter,23,6,Gloucester,11/24/2018
2018,Sale,18,13,Northampton,11/24/2018
2018,Wasps,32,28,Bristol,11/24/2018
2018,Newcastle,16,8,Bath,11/23/2018
2018,Worcester,20,13,Harlequins,11/23/2018
2018,Bristol,29,31,Exeter,11/18/2018
2018,Bath,28,13,Worcester,11/17/2018
2018,Northampton,36,17,Wasps,11/17/2018
2018,Saracens,31,25,Sale,11/17/2018
2018,Gloucester,36,13,Leicester,11/16/2018
2018,Harlequins,20,7,Newcastle,11/16/2018
2018,Worcester,52,7,Bristol,10/7/2018
2018,Northampton,15,23,Leicester,10/6/2018
2018,Sale,20,7,Newcastle,10/6/2018
2018,Wasps,21,35,Gloucester,10/6/2018
2018,Harlequins,20,25,Saracens,10/6/2018
2018,Bath,24,39,Exeter,10/5/2018
2018,Leicester,19,15,Sale,9/30/2018
2018,Bristol,40,45,Northampton,9/29/2018
2018,Exeter,28,11,Worcester,9/29/2018
2018,Gloucester,25,27,Harlequins,9/29/2018
2018,Saracens,50,27,Bath,9/29/2018
2018,Newcastle,22,23,Wasps,9/28/2018
2018,Leicester,37,44,Worcester,9/23/2018
2018,Saracens,38,15,Gloucester,9/23/2018
2018,Bath,17,15,Northampton,9/22/2018
2018,Bristol,20,13,Harlequins,9/22/2018
2018,Sale,13,31,Wasps,9/22/2018
2018,Newcastle,17,24,Exeter,9/21/2018
2018,Wasps,41,35,Leicester,9/16/2018
2018,Exeter,35,18,Sale,9/15/2018
2018,Harlequins,32,37,Bath,9/15/2018
2018,Northampton,27,38,Saracens,9/15/2018
2018,Worcester,20,23,Newcastle,9/15/2018
2018,Gloucester,35,13,Bristol,9/14/2018
2018,Sale,21,15,Worcester,9/9/2018
2018,Wasps,31,42,Exeter,9/8/2018
2018,Leicester,49,33,Newcastle,9/8/2018
2018,Saracens,44,23,Bristol,9/8/2018
2018,Bath,31,31,Gloucester,9/8/2018
2018,Northampton,25,18,Harlequins,9/7/2018
2018,Newcastle,21,32,Saracens,9/2/2018
2018,Gloucester,27,16,Northampton,9/1/2018
2018,Harlequins,51,23,Sale,9/1/2018
2018,Worcester,20,21,Wasps,9/1/2018
2018,Exeter,40,6,Leicester,9/1/2018
2018,Bristol,17,10,Bath,8/31/2018
2020,Leicester,15,12,Saracens,6/18/2020
2020,Saracens,34,17,Harlequins,6/11/2020
2020,Leicester,27,14,Northampton,6/11/2020
2020,Exeter,47,38,Harlequins,6/4/2020
2020,Gloucester,54,7,Saracens,6/4/2020
2020,Leicester,20,10,Wasps,6/4/2020
2020,Northampton,65,26,Newcastle,6/4/2020
2020,Sale,42,19,Bristol,6/4/2020
2020,Worcester,43,27,Bath,6/4/2020
2020,Bath,27,24,London Irish,5/21/2020
2020,Harlequins,28,24,Gloucester,5/21/2020
2020,Newcastle,5,27,Leicester,5/21/2020
2020,Saracens,42,38,Northampton,5/21/2020
2020,Bristol,40,33,Exeter,5/20/2020
2020,Wasps,7,16,Sale,5/20/2020
2020,London Irish,42,42,Wasps,5/1/2020
2020,Gloucester,64,0,Bath,4/30/2020
2020,Leicester,56,26,Bristol,4/30/2020
2020,Worcester,16,38,Saracens,4/30/2020
2020,Northampton,32,31,Harlequins,4/29/2020
2020,Sale,35,27,Newcastle,4/29/2020
2020,Saracens,38,22,Exeter,4/24/2020
2020,Bath,31,36,Northampton,4/23/2020
